date,year,month,day,day_of_week,day_name,week_of_year,quarter,is_public_holiday,is_school_holiday,temperature,precipitation,weather_type,special_exhibition,local_event,marketing_campaign,ticket_promotion,ticket_price,visitors_last_week,visitors_last_2weeks,visitors_last_month,visitors_7day_avg,visitors_14day_avg,visitors_30day_avg,visitors_same_day_last_year,visitors
2023-05-21,2023,5,21,6,Sunday,20,2,0,0,12.3,0.2,Sunny,0,0,0,0,25,264.0,245.0,492.0,232.85714285714286,225.21428571428572,263.0,380.9425444596443,389
2023-05-22,2023,5,22,0,Monday,21,2,0,0,9.6,4.3,Cloudy,0,0,1,0,25,219.0,253.0,382.0,228.28571428571428,220.5,256.5,380.9425444596443,187
2023-05-23,2023,5,23,1,Tuesday,21,2,0,0,9.5,1.1,Cloudy,0,0,0,0,25,203.0,170.0,455.0,221.28571428571428,219.35714285714286,246.46666666666667,380.9425444596443,154
2023-05-24,2023,5,24,2,Wednesday,21,2,0,0,13.6,1.0,Cloudy,0,0,0,0,25,137.0,148.0,364.0,230.42857142857142,223.14285714285714,241.03333333333333,380.9425444596443,201
2023-05-25,2023,5,25,3,Thursday,21,2,0,0,13.3,2.2,Cloudy,0,0,0,0,25,163.0,195.0,356.0,232.57142857142858,221.92857142857142,235.1,380.9425444596443,178
2023-05-26,2023,5,26,4,Friday,21,2,0,0,16.2,1.2,Cloudy,0,0,0,1,20,258.0,208.0,276.0,233.42857142857142,225.92857142857142,234.7,380.9425444596443,264
2023-05-27,2023,5,27,5,Saturday,21,2,0,0,14.0,2.1,Cloudy,0,0,0,0,25,261.0,285.0,366.0,234.57142857142858,224.78571428571428,231.46666666666667,380.9425444596443,269
2023-05-28,2023,5,28,6,Sunday,21,2,0,0,7.5,0.1,Partly Cloudy,0,0,0,0,25,389.0,264.0,341.0,209.57142857142858,221.21428571428572,227.23333333333332,380.9425444596443,214
2023-05-29,2023,5,29,0,Monday,22,2,0,0,15.2,3.4,Cloudy,0,0,1,0,25,187.0,219.0,439.0,216.28571428571428,222.28571428571428,220.4,380.9425444596443,234
2023-05-30,2023,5,30,1,Tuesday,22,2,0,0,9.0,5.6,Rainy,0,0,0,1,20,154.0,203.0,384.0,213.42857142857142,217.35714285714286,212.06666666666666,380.9425444596443,134
2023-05-31,2023,5,31,2,Wednesday,22,2,0,0,10.8,2.1,Cloudy,0,0,0,0,25,201.0,137.0,196.0,211.42857142857142,220.92857142857142,211.76666666666668,380.9425444596443,187
2023-06-01,2023,6,1,3,Thursday,22,2,0,0,10.8,6.2,Rainy,1,0,0,0,25,178.0,163.0,202.0,206.0,219.28571428571428,209.7,380.9425444596443,140
2023-06-02,2023,6,2,4,Friday,22,2,0,0,16.0,0.3,Partly Cloudy,1,0,0,0,25,264.0,258.0,133.0,213.57142857142858,223.5,215.83333333333334,380.9425444596443,317
2023-06-03,2023,6,3,5,Saturday,22,2,0,0,19.3,1.3,Cloudy,1,0,0,0,25,269.0,261.0,174.0,224.57142857142858,229.57142857142858,221.56666666666666,380.9425444596443,346
2023-06-04,2023,6,4,6,Sunday,22,2,0,0,11.8,1.8,Cloudy,1,0,0,0,25,214.0,389.0,266.0,242.0,225.78571428571428,223.9,380.9425444596443,336
2023-06-05,2023,6,5,0,Monday,23,2,0,0,9.5,1.7,Cloudy,1,0,0,0,25,234.0,187.0,158.0,234.0,225.14285714285714,224.56666666666666,380.9425444596443,178
2023-06-06,2023,6,6,1,Tuesday,23,2,0,0,11.6,1.0,Cloudy,1,0,0,0,25,134.0,154.0,245.0,238.0,225.71428571428572,221.8,380.9425444596443,162
2023-06-07,2023,6,7,2,Wednesday,23,2,0,0,12.7,0.8,Cloudy,1,0,0,0,25,187.0,201.0,253.0,248.71428571428572,230.07142857142858,222.1,380.9425444596443,262
2023-06-08,2023,6,8,3,Thursday,23,2,0,0,9.0,0.3,Sunny,1,0,1,0,25,140.0,178.0,170.0,267.57142857142856,236.78571428571428,225.5,380.9425444596443,272
2023-06-09,2023,6,9,4,Friday,23,2,0,0,15.4,1.0,Cloudy,1,0,0,0,25,317.0,264.0,148.0,253.71428571428572,233.64285714285714,227.9,380.9425444596443,220
2023-06-10,2023,6,10,5,Saturday,23,2,0,0,10.7,0.4,Sunny,1,0,1,0,25,346.0,269.0,195.0,272.57142857142856,248.57142857142858,237.33333333333334,380.9425444596443,478
2023-06-11,2023,6,11,6,Sunday,23,2,0,0,11.5,2.7,Cloudy,1,0,0,0,25,336.0,214.0,208.0,273.7142857142857,257.85714285714283,241.86666666666667,380.9425444596443,344
2023-06-12,2023,6,12,0,Monday,24,2,1,0,12.0,0.5,Cloudy,1,0,0,0,25,178.0,234.0,285.0,294.7142857142857,264.35714285714283,243.2,380.9425444596443,325
2023-06-13,2023,6,13,1,Tuesday,24,2,0,0,11.3,0.1,Sunny,1,0,0,0,25,162.0,134.0,264.0,314.2857142857143,276.14285714285717,244.36666666666667,380.9425444596443,299
2023-06-14,2023,6,14,2,Wednesday,24,2,0,0,12.5,1.6,Cloudy,1,0,0,0,25,262.0,187.0,219.0,311.14285714285717,279.92857142857144,245.06666666666666,380.9425444596443,240
2023-06-15,2023,6,15,3,Thursday,24,2,0,0,8.1,1.8,Cloudy,1,0,0,0,25,272.0,140.0,203.0,295.7142857142857,281.64285714285717,243.76666666666668,380.9425444596443,164
2023-06-16,2023,6,16,4,Friday,24,2,0,0,8.3,4.1,Cloudy,1,0,1,0,25,220.0,317.0,137.0,295.2857142857143,274.5,246.43333333333334,380.9425444596443,217
2023-06-17,2023,6,17,5,Saturday,24,2,0,0,6.7,1.7,Cloudy,1,0,0,0,25,478.0,346.0,163.0,269.42857142857144,271.0,250.9,380.9425444596443,297
2023-06-18,2023,6,18,6,Sunday,24,2,0,0,11.3,0.8,Cloudy,1,0,0,0,25,344.0,336.0,258.0,249.42857142857142,261.57142857142856,249.1,380.9425444596443,204
2023-06-19,2023,6,19,0,Monday,25,2,0,0,12.3,3.2,Cloudy,1,0,0,0,25,325.0,178.0,261.0,233.42857142857142,264.07142857142856,247.5,380.9425444596443,213
2023-06-20,2023,6,20,1,Tuesday,25,2,0,0,11.4,1.6,Cloudy,1,0,0,1,20,299.0,162.0,389.0,219.85714285714286,267.07142857142856,241.33333333333334,380.9425444596443,204
2023-06-21,2023,6,21,2,Wednesday,25,2,0,0,15.0,0.2,Partly Cloudy,1,0,0,0,25,240.0,262.0,187.0,217.28571428571428,264.2142857142857,242.5,380.9425444596443,222
2023-06-22,2023,6,22,3,Thursday,25,2,0,0,10.0,1.7,Cloudy,1,0,0,0,25,164.0,272.0,154.0,224.42857142857142,260.07142857142856,244.5,380.9425444596443,214
2023-06-23,2023,6,23,4,Friday,25,2,0,0,12.0,4.8,Cloudy,1,0,0,0,25,217.0,220.0,201.0,226.42857142857142,260.85714285714283,245.5,380.9425444596443,231
2023-06-24,2023,6,24,5,Saturday,25,2,0,1,6.7,1.0,Cloudy,1,0,0,0,25,297.0,478.0,178.0,230.28571428571428,249.85714285714286,250.36666666666667,380.9425444596443,324
2023-06-25,2023,6,25,6,Sunday,25,2,0,1,8.8,0.7,Cloudy,1,0,0,0,25,204.0,344.0,264.0,242.57142857142858,246.0,251.23333333333332,380.9425444596443,290
2023-06-26,2023,6,26,0,Monday,26,2,0,1,12.1,0.3,Sunny,1,0,1,1,20,213.0,325.0,269.0,301.85714285714283,267.64285714285717,263.2,380.9425444596443,628
2023-06-27,2023,6,27,1,Tuesday,26,2,0,1,12.5,0.3,Sunny,1,0,0,0,25,204.0,299.0,214.0,331.7142857142857,275.7857142857143,269.8333333333333,380.9425444596443,413
2023-06-28,2023,6,28,2,Wednesday,26,2,0,1,9.1,1.1,Cloudy,1,0,0,0,25,222.0,240.0,234.0,328.85714285714283,273.07142857142856,268.76666666666665,380.9425444596443,202
2023-06-29,2023,6,29,3,Thursday,26,2,0,1,9.8,1.8,Cloudy,1,0,0,0,25,214.0,164.0,134.0,340.0,282.2142857142857,274.03333333333336,380.9425444596443,292
2023-06-30,2023,6,30,4,Friday,26,2,0,1,5.4,0.2,Partly Cloudy,1,0,1,0,25,231.0,217.0,187.0,353.14285714285717,289.7857142857143,278.56666666666666,380.9425444596443,323
2023-07-01,2023,7,1,5,Saturday,26,3,0,1,8.4,5.6,Rainy,1,0,0,1,20,324.0,297.0,140.0,381.0,305.64285714285717,291.2,380.9425444596443,519
2023-07-02,2023,7,2,6,Sunday,26,3,0,1,12.2,2.8,Cloudy,1,0,0,0,25,290.0,204.0,317.0,391.85714285714283,317.2142857142857,292.8333333333333,380.9425444596443,366
2023-07-03,2023,7,3,0,Monday,27,3,0,1,11.2,1.8,Cloudy,1,0,0,0,25,628.0,213.0,346.0,337.0,319.42857142857144,289.43333333333334,380.9425444596443,244
2023-07-04,2023,7,4,1,Tuesday,27,3,0,1,11.0,3.5,Cloudy,1,0,0,0,25,413.0,204.0,336.0,318.0,324.85714285714283,287.56666666666666,380.9425444596443,280
2023-07-05,2023,7,5,2,Wednesday,27,3,0,1,9.6,0.2,Sunny,1,0,1,1,20,202.0,222.0,178.0,344.85714285714283,336.85714285714283,294.6333333333333,380.9425444596443,390
2023-07-06,2023,7,6,3,Thursday,27,3,0,1,9.5,1.3,Cloudy,1,0,0,0,25,292.0,214.0,162.0,334.14285714285717,337.07142857142856,296.46666666666664,380.9425444596443,217
2023-07-07,2023,7,7,4,Friday,27,3,0,1,7.5,2.0,Cloudy,1,0,0,1,20,323.0,231.0,262.0,324.2857142857143,338.7142857142857,296.2,380.9425444596443,254
2023-07-08,2023,7,8,5,Saturday,27,3,0,1,11.6,3.5,Cloudy,1,0,0,0,25,519.0,324.0,272.0,299.0,340.0,298.53333333333336,380.9425444596443,342
2023-07-09,2023,7,9,6,Sunday,27,3,0,1,10.8,3.1,Cloudy,1,0,0,0,25,366.0,290.0,220.0,289.0,340.42857142857144,301.06666666666666,380.9425444596443,296
2023-07-10,2023,7,10,0,Monday,28,3,0,1,11.0,0.6,Cloudy,1,0,0,0,25,244.0,628.0,478.0,292.14285714285717,314.57142857142856,294.0,380.9425444596443,266
2023-07-11,2023,7,11,1,Tuesday,28,3,0,0,7.9,5.7,Rainy,1,0,1,0,25,280.0,413.0,344.0,285.7142857142857,301.85714285714283,290.3666666666667,380.9425444596443,235
2023-07-12,2023,7,12,2,Wednesday,28,3,0,0,3.0,0.3,Sunny,1,0,0,0,25,390.0,202.0,325.0,259.7142857142857,302.2857142857143,286.46666666666664,380.9425444596443,208
2023-07-13,2023,7,13,3,Thursday,28,3,0,0,12.8,4.2,Cloudy,1,0,0,0,25,217.0,292.0,299.0,263.42857142857144,298.7857142857143,284.6,380.9425444596443,243
2023-07-14,2023,7,14,4,Friday,28,3,0,0,8.1,7.1,Rainy,1,0,1,0,25,254.0,323.0,240.0,253.85714285714286,289.07142857142856,282.8333333333333,380.9425444596443,187
2023-07-15,2023,7,15,5,Saturday,28,3,0,0,6.9,0.4,Sunny,1,0,1,0,25,342.0,519.0,164.0,256.85714285714283,277.92857142857144,289.46666666666664,380.9425444596443,363
2023-07-16,2023,7,16,6,Sunday,28,3,0,0,11.6,2.6,Cloudy,1,0,0,0,25,296.0,366.0,217.0,254.71428571428572,271.85714285714283,291.6,380.9425444596443,281
2023-07-17,2023,7,17,0,Monday,29,3,0,0,8.3,0.1,Sunny,1,0,0,1,20,266.0,244.0,297.0,262.85714285714283,277.5,292.46666666666664,380.9425444596443,323
2023-07-18,2023,7,18,1,Tuesday,29,3,0,0,12.7,1.0,Cloudy,1,0,0,0,25,235.0,280.0,204.0,258.57142857142856,272.14285714285717,292.5,380.9425444596443,205
2023-07-19,2023,7,19,2,Wednesday,29,3,0,0,11.4,1.5,Cloudy,1,0,0,0,25,208.0,390.0,213.0,256.2857142857143,258.0,291.8,380.9425444596443,192
2023-07-20,2023,7,20,3,Thursday,29,3,0,0,11.6,1.7,Cloudy,1,0,0,0,25,243.0,217.0,204.0,246.28571428571428,254.85714285714286,290.76666666666665,380.9425444596443,173
2023-07-21,2023,7,21,4,Friday,29,3,0,0,5.4,5.5,Rainy,1,0,0,0,25,187.0,254.0,222.0,240.85714285714286,247.35714285714286,288.3333333333333,380.9425444596443,149
2023-07-22,2023,7,22,5,Saturday,29,3,0,0,13.1,2.2,Cloudy,1,0,1,0,25,363.0,342.0,214.0,242.28571428571428,249.57142857142858,293.6333333333333,380.9425444596443,373
2023-07-23,2023,7,23,6,Sunday,29,3,0,0,10.3,1.3,Cloudy,1,0,0,0,25,281.0,296.0,231.0,239.57142857142858,247.14285714285714,294.6666666666667,380.9425444596443,262
2023-07-24,2023,7,24,0,Monday,30,3,0,0,8.4,3.3,Cloudy,1,0,0,0,25,323.0,266.0,324.0,219.14285714285714,241.0,289.8666666666667,380.9425444596443,180
2023-07-25,2023,7,25,1,Tuesday,30,3,0,0,9.9,6.0,Rainy,1,0,0,0,25,205.0,235.0,290.0,206.42857142857142,232.5,284.06666666666666,380.9425444596443,116
2023-07-26,2023,7,26,2,Wednesday,30,3,0,0,4.2,0.0,Partly Cloudy,1,0,0,0,25,192.0,208.0,628.0,205.28571428571428,230.78571428571428,269.26666666666665,380.9425444596443,184
2023-07-27,2023,7,27,3,Thursday,30,3,0,0,10.7,8.1,Rainy,1,0,0,1,20,173.0,243.0,413.0,199.14285714285714,222.71428571428572,259.8333333333333,380.9425444596443,130
2023-07-28,2023,7,28,4,Friday,30,3,0,0,6.4,0.2,Sunny,1,0,0,0,25,149.0,187.0,202.0,211.85714285714286,226.35714285714286,261.03333333333336,380.9425444596443,238
2023-07-29,2023,7,29,5,Saturday,30,3,0,0,5.4,3.4,Cloudy,1,0,0,0,25,373.0,363.0,292.0,198.57142857142858,220.42857142857142,260.6333333333333,380.9425444596443,280
2023-07-30,2023,7,30,6,Sunday,30,3,0,0,4.9,0.7,Cloudy,1,0,1,0,25,262.0,281.0,323.0,197.85714285714286,218.71428571428572,258.43333333333334,380.9425444596443,257
2023-07-31,2023,7,31,0,Monday,31,3,0,0,12.8,0.3,Partly Cloudy,1,0,1,0,25,180.0,323.0,519.0,209.57142857142858,214.35714285714286,249.86666666666667,380.9425444596443,262
2023-08-01,2023,8,1,1,Tuesday,31,3,0,0,9.1,1.2,Cloudy,1,0,0,0,25,116.0,205.0,366.0,217.14285714285714,211.78571428571428,243.3,380.9425444596443,169
2023-08-02,2023,8,2,2,Wednesday,31,3,0,0,15.6,2.1,Cloudy,1,0,0,1,20,184.0,192.0,244.0,231.42857142857142,218.35714285714286,244.63333333333333,380.9425444596443,284
2023-08-03,2023,8,3,3,Thursday,31,3,0,0,9.4,1.0,Cloudy,1,0,0,1,20,130.0,173.0,280.0,246.57142857142858,222.85714285714286,243.16666666666666,380.9425444596443,236
2023-08-04,2023,8,4,4,Friday,31,3,0,0,5.9,0.1,Sunny,1,0,0,0,25,238.0,149.0,390.0,247.71428571428572,229.78571428571428,238.36666666666667,380.9425444596443,246
2023-08-05,2023,8,5,5,Saturday,31,3,0,0,7.7,1.8,Cloudy,1,0,0,0,25,280.0,373.0,217.0,254.85714285714286,226.71428571428572,242.13333333333333,380.9425444596443,330
2023-08-06,2023,8,6,6,Sunday,31,3,0,0,14.7,4.7,Cloudy,1,0,1,0,25,257.0,262.0,254.0,277.0,237.42857142857142,247.4,380.9425444596443,412
2023-08-07,2023,8,7,0,Monday,32,3,0,0,10.5,1.0,Cloudy,1,0,0,0,25,262.0,180.0,342.0,270.2857142857143,239.92857142857142,243.16666666666666,380.9425444596443,215
2023-08-08,2023,8,8,1,Tuesday,32,3,0,0,9.4,0.5,Cloudy,1,0,0,0,25,169.0,116.0,296.0,274.2857142857143,245.71428571428572,239.86666666666667,380.9425444596443,197
2023-08-09,2023,8,9,2,Wednesday,32,3,0,0,11.5,1.2,Cloudy,1,0,0,0,25,284.0,184.0,266.0,268.2857142857143,249.85714285714286,239.06666666666666,380.9425444596443,242
2023-08-10,2023,8,10,3,Thursday,32,3,0,0,12.5,0.1,Sunny,1,0,0,0,25,236.0,130.0,235.0,280.7142857142857,263.64285714285717,242.0,380.9425444596443,323
2023-08-11,2023,8,11,4,Friday,32,3,0,0,14.4,3.4,Cloudy,1,0,0,0,25,246.0,238.0,208.0,275.0,261.35714285714283,241.93333333333334,380.9425444596443,206
2023-08-12,2023,8,12,5,Saturday,32,3,0,0,15.3,3.5,Cloudy,1,0,0,0,25,330.0,280.0,243.0,281.57142857142856,268.2142857142857,246.36666666666667,380.9425444596443,376
2023-08-13,2023,8,13,6,Sunday,32,3,0,0,9.9,1.8,Cloudy,1,0,1,0,25,412.0,257.0,187.0,264.7142857142857,270.85714285714283,249.93333333333334,380.9425444596443,294
2023-08-14,2023,8,14,0,Monday,33,3,0,0,7.0,0.9,Cloudy,1,0,0,0,25,215.0,262.0,363.0,261.0,265.64285714285717,244.13333333333333,380.9425444596443,189
2023-08-15,2023,8,15,1,Tuesday,33,3,0,0,9.8,3.2,Cloudy,1,0,0,0,25,197.0,169.0,281.0,267.85714285714283,271.07142857142856,242.93333333333334,380.9425444596443,245
2023-08-16,2023,8,16,2,Wednesday,33,3,0,0,11.8,1.6,Cloudy,0,0,0,0,25,242.0,284.0,323.0,260.14285714285717,264.2142857142857,238.43333333333334,380.9425444596443,188
2023-08-17,2023,8,17,3,Thursday,33,3,0,0,8.1,3.5,Cloudy,0,0,0,0,25,323.0,236.0,205.0,236.0,258.35714285714283,236.73333333333332,380.9425444596443,154
2023-08-18,2023,8,18,4,Friday,33,3,0,0,8.1,2.0,Cloudy,0,0,0,0,25,206.0,246.0,192.0,225.0,250.0,234.63333333333333,380.9425444596443,129
2023-08-19,2023,8,19,5,Saturday,33,3,0,0,12.0,3.1,Cloudy,0,0,0,0,25,376.0,330.0,173.0,216.0,248.78571428571428,239.3,380.9425444596443,313
2023-08-20,2023,8,20,6,Sunday,33,3,0,0,10.9,1.8,Cloudy,0,0,1,0,25,294.0,412.0,149.0,209.57142857142858,237.14285714285714,242.63333333333333,380.9425444596443,249
2023-08-21,2023,8,21,0,Monday,34,3,0,0,11.1,1.1,Cloudy,0,0,0,0,25,189.0,215.0,373.0,206.0,233.5,235.66666666666666,380.9425444596443,164
2023-08-22,2023,8,22,1,Tuesday,34,3,0,0,8.7,6.3,Rainy,0,0,0,0,25,245.0,197.0,262.0,194.14285714285714,231.0,232.33333333333334,380.9425444596443,162
2023-08-23,2023,8,23,2,Wednesday,34,3,0,0,10.3,1.6,Cloudy,0,0,0,0,25,188.0,242.0,180.0,197.71428571428572,228.92857142857142,233.43333333333334,380.9425444596443,213
2023-08-24,2023,8,24,3,Thursday,34,3,0,0,8.2,1.9,Cloudy,0,0,0,0,25,154.0,323.0,116.0,201.0,218.5,235.46666666666667,380.9425444596443,177
2023-08-25,2023,8,25,4,Friday,34,3,0,0,13.7,0.5,Cloudy,0,0,0,0,25,129.0,206.0,184.0,211.57142857142858,218.28571428571428,236.1,380.9425444596443,203
2023-08-26,2023,8,26,5,Saturday,34,3,0,0,14.1,2.0,Cloudy,0,0,0,0,25,313.0,376.0,130.0,206.71428571428572,211.35714285714286,241.06666666666666,380.9425444596443,279
2023-08-27,2023,8,27,6,Sunday,34,3,0,0,5.5,1.7,Cloudy,0,0,0,0,25,249.0,294.0,238.0,200.28571428571428,204.92857142857142,239.93333333333334,380.9425444596443,204
2023-08-28,2023,8,28,0,Monday,35,3,0,0,8.2,0.4,Partly Cloudy,0,0,0,1,20,164.0,189.0,280.0,207.28571428571428,206.64285714285714,237.7,380.9425444596443,213
2023-08-29,2023,8,29,1,Tuesday,35,3,0,0,6.5,0.1,Sunny,0,0,1,0,25,162.0,245.0,257.0,215.42857142857142,204.78571428571428,236.43333333333334,380.9425444596443,219
2023-08-30,2023,8,30,2,Wednesday,35,3,0,0,9.0,1.9,Cloudy,0,0,0,0,25,213.0,188.0,262.0,209.71428571428572,203.71428571428572,233.46666666666667,380.9425444596443,173
2023-08-31,2023,8,31,3,Thursday,35,3,0,0,10.7,2.9,Cloudy,0,0,0,0,25,177.0,154.0,169.0,214.71428571428572,207.85714285714286,234.9,380.9425444596443,212
2023-09-01,2023,9,1,4,Friday,35,3,0,0,8.2,1.5,Cloudy,0,0,0,0,25,203.0,129.0,284.0,217.0,214.28571428571428,232.73333333333332,380.9425444596443,219
2023-09-02,2023,9,2,5,Saturday,35,3,0,0,9.7,0.5,Cloudy,0,0,1,0,25,279.0,313.0,236.0,219.42857142857142,213.07142857142858,234.73333333333332,380.9425444596443,296
2023-09-03,2023,9,3,6,Sunday,35,3,0,0,9.5,2.2,Cloudy,0,0,0,0,25,204.0,249.0,246.0,230.57142857142858,215.42857142857142,235.93333333333334,380.9425444596443,282
2023-09-04,2023,9,4,0,Monday,36,3,0,0,13.1,0.2,Sunny,0,0,0,0,25,213.0,164.0,330.0,239.28571428571428,223.28571428571428,234.06666666666666,380.9425444596443,274
2023-09-05,2023,9,5,1,Tuesday,36,3,0,0,12.7,1.2,Cloudy,0,0,0,0,25,219.0,162.0,412.0,233.71428571428572,224.57142857142858,226.33333333333334,380.9425444596443,180
2023-09-06,2023,9,6,2,Wednesday,36,3,0,0,10.3,0.4,Sunny,0,0,0,0,25,173.0,213.0,215.0,245.71428571428572,227.71428571428572,227.73333333333332,380.9425444596443,257
2023-09-07,2023,9,7,3,Thursday,36,3,0,0,13.0,0.4,Partly Cloudy,0,0,0,0,25,212.0,177.0,197.0,251.14285714285714,232.92857142857142,229.5,380.9425444596443,250
2023-09-08,2023,9,8,4,Friday,36,3,0,0,10.9,0.5,Cloudy,0,0,0,0,25,219.0,203.0,242.0,258.42857142857144,237.71428571428572,230.43333333333334,380.9425444596443,270
2023-09-09,2023,9,9,5,Saturday,36,3,0,0,11.7,1.0,Cloudy,0,0,0,0,25,296.0,279.0,323.0,260.42857142857144,239.92857142857142,230.0,380.9425444596443,310
2023-09-10,2023,9,10,6,Sunday,36,3,0,0,17.5,0.1,Sunny,0,0,0,0,25,282.0,204.0,206.0,267.14285714285717,248.85714285714286,234.1,380.9425444596443,329
2023-09-11,2023,9,11,0,Monday,37,3,0,0,16.5,1.0,Cloudy,0,0,0,0,25,274.0,213.0,376.0,259.57142857142856,249.42857142857142,228.93333333333334,380.9425444596443,221
2023-09-12,2023,9,12,1,Tuesday,37,3,0,0,8.6,1.4,Cloudy,0,0,0,0,25,180.0,219.0,294.0,259.2857142857143,246.5,225.06666666666666,380.9425444596443,178
2023-09-13,2023,9,13,2,Wednesday,37,3,0,0,15.0,1.3,Cloudy,0,0,0,0,25,257.0,173.0,189.0,253.85714285714286,249.78571428571428,226.06666666666666,380.9425444596443,219
2023-09-14,2023,9,14,3,Thursday,37,3,0,0,14.9,1.0,Cloudy,0,0,0,0,25,250.0,212.0,245.0,253.71428571428572,252.42857142857142,226.2,380.9425444596443,249
2023-09-15,2023,9,15,4,Friday,37,3,0,0,9.1,3.7,Cloudy,0,0,0,0,25,270.0,219.0,188.0,248.28571428571428,253.35714285714286,227.66666666666666,380.9425444596443,232
2023-09-16,2023,9,16,5,Saturday,37,3,0,1,15.0,0.3,Sunny,0,0,0,1,20,310.0,296.0,154.0,286.85714285714283,273.64285714285717,241.86666666666667,380.9425444596443,580
2023-09-17,2023,9,17,6,Sunday,37,3,0,1,17.1,1.4,Cloudy,0,0,0,0,25,329.0,282.0,129.0,292.2857142857143,279.7142857142857,249.8,380.9425444596443,367
2023-09-18,2023,9,18,0,Monday,38,3,0,1,9.1,0.1,Sunny,0,0,0,1,20,221.0,274.0,313.0,306.57142857142856,283.07142857142856,250.06666666666666,380.9425444596443,321
2023-09-19,2023,9,19,1,Tuesday,38,3,0,1,9.7,0.1,Sunny,0,0,0,0,25,178.0,180.0,249.0,325.85714285714283,292.57142857142856,252.2,380.9425444596443,313
2023-09-20,2023,9,20,2,Wednesday,38,3,0,1,15.6,1.7,Cloudy,0,0,0,0,25,219.0,257.0,164.0,341.2857142857143,297.57142857142856,257.6333333333333,380.9425444596443,327
2023-09-21,2023,9,21,3,Thursday,38,3,0,1,13.3,1.7,Cloudy,0,0,1,0,25,249.0,250.0,162.0,351.85714285714283,302.7857142857143,263.0,380.9425444596443,323
2023-09-22,2023,9,22,4,Friday,38,3,0,1,14.2,4.2,Cloudy,0,0,0,0,25,232.0,270.0,213.0,362.7142857142857,305.5,266.1666666666667,380.9425444596443,308
2023-09-23,2023,9,23,5,Saturday,38,3,0,1,13.5,1.6,Cloudy,0,0,0,0,25,580.0,310.0,177.0,349.14285714285717,318.0,276.43333333333334,380.9425444596443,485
2023-09-24,2023,9,24,6,Sunday,38,3,0,1,13.7,6.4,Rainy,0,0,0,0,25,367.0,329.0,203.0,341.0,316.64285714285717,280.0,380.9425444596443,310
2023-09-25,2023,9,25,0,Monday,39,3,0,1,8.5,0.1,Partly Cloudy,0,0,0,0,25,321.0,221.0,279.0,335.42857142857144,321.0,280.1,380.9425444596443,282
2023-09-26,2023,9,26,1,Tuesday,39,3,0,1,15.6,0.2,Sunny,0,0,0,0,25,313.0,178.0,204.0,332.42857142857144,329.14285714285717,283.03333333333336,380.9425444596443,292
2023-09-27,2023,9,27,2,Wednesday,39,3,0,1,16.0,0.1,Sunny,0,0,0,0,25,327.0,219.0,213.0,340.14285714285717,340.7142857142857,288.6333333333333,380.9425444596443,381
2023-09-28,2023,9,28,3,Thursday,39,3,0,1,11.8,0.4,Sunny,0,0,0,0,25,323.0,249.0,219.0,340.7142857142857,346.2857142857143,292.23333333333335,380.9425444596443,327
2023-09-29,2023,9,29,4,Friday,39,3,0,1,12.4,1.6,Cloudy,0,0,0,1,20,308.0,232.0,173.0,343.7142857142857,353.2142857142857,297.43333333333334,380.9425444596443,329
2023-09-30,2023,9,30,5,Saturday,39,3,0,1,7.9,2.1,Cloudy,0,0,0,1,20,485.0,580.0,212.0,332.0,340.57142857142856,303.8,380.9425444596443,403
2023-10-01,2023,10,1,6,Sunday,39,4,0,1,17.1,0.1,Sunny,1,0,0,0,25,310.0,367.0,219.0,379.14285714285717,360.07142857142856,317.8333333333333,380.9425444596443,640
2023-10-02,2023,10,2,0,Monday,40,4,0,1,17.3,5.8,Rainy,1,0,1,0,25,282.0,321.0,296.0,385.14285714285717,360.2857142857143,318.76666666666665,380.9425444596443,324
2023-10-03,2023,10,3,1,Tuesday,40,4,0,0,14.8,3.7,Cloudy,1,0,1,0,25,292.0,313.0,282.0,382.14285714285717,357.2857142857143,318.4,380.9425444596443,271
2023-10-04,2023,10,4,2,Wednesday,40,4,0,0,19.5,0.7,Cloudy,1,0,1,0,25,381.0,327.0,274.0,381.85714285714283,361.0,321.9,380.9425444596443,379
2023-10-05,2023,10,5,3,Thursday,40,4,0,0,13.7,0.2,Partly Cloudy,1,1,0,0,25,327.0,323.0,180.0,412.57142857142856,376.64285714285717,333.96666666666664,380.9425444596443,542
2023-10-06,2023,10,6,4,Friday,40,4,0,0,17.3,0.4,Sunny,1,1,0,0,25,329.0,308.0,257.0,430.57142857142856,387.14285714285717,340.56666666666666,380.9425444596443,455
2023-10-07,2023,10,7,5,Saturday,40,4,0,0,10.9,0.3,Partly Cloudy,1,1,1,0,25,403.0,485.0,250.0,497.0,414.5,361.1666666666667,380.9425444596443,868
2023-10-08,2023,10,8,6,Sunday,40,4,0,0,14.9,0.3,Sunny,1,1,1,0,25,640.0,310.0,270.0,515.5714285714286,447.35714285714283,377.8333333333333,380.9425444596443,770
2023-10-09,2023,10,9,0,Monday,41,4,0,0,14.3,1.5,Cloudy,1,1,0,0,25,324.0,282.0,310.0,536.0,460.57142857142856,383.06666666666666,380.9425444596443,467
2023-10-10,2023,10,10,1,Tuesday,41,4,0,0,15.9,0.6,Cloudy,1,1,0,0,25,271.0,292.0,329.0,553.8571428571429,468.0,385.3,380.9425444596443,396
